,CustomerID,Recency,Frequency,Monetary,r_score,f_score,m_score,rfm
174,175,91,40,5578.74,2,3,3,233
175,176,19,28,5568.11,2,3,3,233
176,177,26,51,5566.18,2,3,3,233
177,178,14,24,5560.69,2,3,3,233
178,179,150,24,5557.64,2,3,3,233
179,180,32,85,5552.51,2,3,3,233
180,181,29,79,5549.67,2,3,3,233
181,182,67,41,5508.12,2,3,3,233
182,183,106,29,5506.03,2,3,3,233
183,184,8,28,5499.24,2,3,3,233
184,185,63,40,5490.75,2,3,3,233
185,186,25,28,5482.87,2,3,3,233
186,187,1,43,5470.27,2,3,3,233
187,188,148,50,5458.29,2,3,3,233
188,189,178,47,5455.86,2,3,3,233
189,190,94,35,5439.47,2,3,3,233
190,191,5,67,5431.7,2,3,3,233
191,192,30,30,5430.03,2,3,3,233
192,193,98,24,5399.94,2,3,3,233
193,194,84,18,5396.85,2,2,3,223
194,195,14,20,5372.93,2,2,3,223
195,196,12,16,5360.83,2,2,3,223
196,197,121,33,5358.28,2,3,3,233
197,198,2,56,5340.53,2,3,3,233
198,199,12,48,5333.74,2,3,3,233
199,200,3,48,5331.67,2,3,3,233
200,201,130,37,5331.63,2,3,3,233
201,202,156,15,5328.9,2,2,3,223
202,203,7,27,5313.31,2,3,3,233
203,204,23,25,5310.49,2,3,3,233
204,205,113,30,5309.67,2,3,3,233
205,206,21,33,5303.4,2,3,3,233
206,207,29,7,5297.44,2,2,3,223
207,208,29,19,5289.72,2,2,3,223
208,209,2,45,5279.99,2,3,3,233
209,210,176,19,5279.61,2,2,3,223
210,211,50,50,5252.83,2,3,3,233
211,212,68,21,5245.81,2,2,3,223
212,213,35,41,5237.16,2,3,3,233
213,214,6,32,5230.33,2,3,3,233
214,215,9,24,5228.03,2,3,3,233
215,216,132,22,5225.49,2,2,3,223
216,217,90,15,5219.97,2,2,3,223
217,218,6,15,5218.89,2,2,3,223
218,219,1,54,5200.53,2,3,3,233
219,220,6,24,5197.83,2,3,3,233
220,221,35,71,5194.48,2,3,3,233
221,222,129,40,5169.2,2,3,3,233
222,223,69,15,5162.92,2,2,3,223
223,224,41,34,5160.77,2,3,3,233
224,225,124,44,5157.79,2,3,3,233
225,226,35,51,5151.87,2,3,3,233
226,227,7,20,5151.19,2,2,3,223
227,228,11,33,5149.71,2,3,3,233
228,229,48,15,5142.95,2,2,3,223
229,230,40,15,5142.93,2,2,3,223
230,231,86,12,5139.45,2,2,3,223
231,232,89,32,5138.59,2,3,3,233
232,233,22,12,5135.93,2,2,3,223
233,234,104,31,5130.41,2,3,3,233
234,235,10,51,5126.79,2,3,3,233
235,236,57,41,5123.76,2,3,3,233
236,237,7,17,5118.83,2,2,3,223
237,238,10,21,5115.94,2,2,3,223
238,239,48,23,5096.45,2,3,3,233
239,240,62,22,5090.73,2,2,3,223
240,241,131,31,5089.87,2,3,3,233
241,242,103,32,5083.12,2,3,3,233
242,243,6,38,5068.47,2,3,3,233
243,244,42,69,5057.07,2,3,3,233
244,245,103,28,5056.45,2,3,3,233
245,246,31,60,5045.39,2,3,3,233
246,247,47,10,5027.98,2,2,3,223
247,248,4,27,5021.83,2,3,3,233
248,249,105,34,5013.97,2,3,3,233
249,250,37,30,5001.17,2,3,3,233
250,251,106,34,5000.97,2,3,3,233
251,252,141,35,4993.54,2,3,3,233
252,253,21,39,4984.75,2,3,3,233
253,254,56,28,4982.03,2,3,3,233
254,255,129,25,4981.15,2,3,3,233
255,256,26,36,4971.71,2,3,3,233
256,257,3,48,4969.08,2,3,3,233
257,258,1,19,4967.06,2,2,3,223
258,259,77,34,4966.92,2,3,3,233
259,260,70,19,4960.41,2,2,3,223
260,261,41,32,4958.04,2,3,3,233
261,262,19,22,4940.29,2,2,3,223
262,263,5,22,4932.31,2,2,3,223
263,264,7,46,4930.83,2,3,3,233
264,265,135,46,4927.35,2,3,3,233
265,266,178,6,4926.14,2,2,3,223
266,267,54,41,4920.85,2,3,3,233
267,268,99,10,4920.05,2,2,3,223
268,269,92,13,4915.13,2,2,3,223
269,270,5,34,4915.07,2,3,3,233
270,271,83,48,4902.56,2,3,3,233
271,272,43,18,4898.17,2,2,3,223
272,273,54,57,4895.9,2,3,3,233
273,274,13,51,4888.13,2,3,3,233
274,275,3,76,4888.02,2,3,3,233
275,276,40,7,4882.45,2,2,3,223
276,277,23,25,4874.34,2,3,3,233
277,278,15,27,4873.54,2,3,3,233
278,279,42,33,4861.62,2,3,3,233
279,280,72,28,4856.92,2,3,3,233
280,281,115,41,4852.21,2,3,3,233
281,282,59,20,4851.06,2,2,3,223
282,283,44,35,4846.96,2,3,3,233
283,284,99,42,4841.68,2,3,3,233
284,285,169,29,4838.73,2,3,3,233
285,286,31,8,4835.83,2,2,3,223
286,287,5,30,4834.79,2,3,3,233
287,288,27,29,4814.37,2,3,3,233
288,289,18,35,4804.68,2,3,3,233
289,290,160,25,4802.86,2,3,3,233
290,291,70,35,4788.41,2,3,3,233
291,292,25,28,4785.24,2,3,3,233
292,293,30,11,4784.2,2,2,3,223
293,294,105,25,4783.34,2,3,3,233
294,295,24,41,4773.66,2,3,3,233
295,296,2,24,4771.53,2,3,3,233
296,297,43,29,4766.36,2,3,3,233
297,298,4,41,4763.72,2,3,3,233
298,299,3,42,4762.26,2,3,3,233
299,300,19,39,4761.04,2,3,3,233
300,301,167,19,4755.26,2,2,3,223
301,302,19,27,4753.25,2,3,3,233
302,303,28,8,4745.01,2,2,3,223
303,304,85,30,4740.99,2,3,3,233
304,305,197,27,4738.49,2,3,3,233
305,306,71,39,4735.86,2,3,3,233
306,307,146,11,4735.66,2,2,3,223
307,308,1,21,4726.38,2,2,3,223
308,309,44,23,4723.75,2,3,3,233
309,310,13,20,4720.72,2,2,3,223
310,311,55,35,4696.36,2,3,3,233
311,312,198,27,4685.89,2,3,3,233
312,313,177,14,4685.73,2,2,3,223
313,314,157,17,4685.59,2,2,3,223
314,315,110,51,4675.87,2,3,3,233
315,316,4,43,4674.99,2,3,3,233
316,317,132,16,4667.37,2,2,3,223
317,318,27,47,4663.6,2,3,3,233
318,319,150,29,4659.65,2,3,3,233
319,320,131,17,4648.68,2,2,3,223
320,321,106,50,4639.01,2,3,3,233
321,322,175,27,4629.98,2,3,3,233
322,323,158,33,4624.81,2,3,3,233
323,324,4,20,4611.88,2,2,3,223
324,325,145,18,4605.97,2,2,3,223
325,326,121,23,4604.26,2,3,3,233
326,327,71,16,4592.1,2,2,3,223
327,328,7,62,4590.49,2,3,3,233
328,329,129,27,4589.92,2,3,3,233
329,330,81,25,4571.49,2,3,3,233
330,331,63,22,4557.89,2,2,3,223
331,332,18,36,4557.18,2,3,3,233
332,333,31,10,4541.16,2,2,3,223
333,334,24,49,4540.07,2,3,3,233
334,335,26,20,4527.53,2,2,3,223
335,336,9,17,4521.4,2,2,3,223
336,337,141,40,4519.27,2,3,3,233
337,338,9,18,4513.75,2,2,3,223
338,339,45,25,4498.26,2,3,3,233
339,340,56,23,4496.84,2,3,3,233
340,341,157,19,4495.04,2,2,3,223
341,342,3,28,4475.79,2,3,3,233
342,343,101,20,4466.88,2,2,3,223
343,344,66,62,4465.42,2,3,3,233
344,345,41,20,4456.87,2,2,3,223
345,346,203,27,4449.84,2,3,3,233
346,347,131,29,4444.72,2,3,3,233
347,348,41,15,4435.34,2,2,3,223
348,349,6,41,4429.23,2,3,3,233
349,350,16,13,4428.62,2,2,3,223
350,351,38,21,4426.34,2,2,3,223
351,352,47,22,4420.37,2,2,3,223
352,353,105,16,4417.95,2,2,3,223
353,354,42,30,4405.22,2,3,3,233
354,355,17,40,4403.07,2,3,3,233
355,356,27,22,4396.02,2,2,3,223
356,357,97,22,4395.67,2,2,3,223
357,358,13,15,4385.06,2,2,3,223
358,359,25,9,4384.04,2,2,3,223
359,360,14,21,4383.45,2,2,3,223
360,361,44,16,4373.9,2,2,3,223
361,362,16,13,4373.75,2,2,3,223
362,363,13,50,4370.23,2,3,3,233
363,364,11,32,4368.42,2,3,3,233
364,365,36,15,4357.52,2,2,3,223
365,366,38,36,4353.02,2,3,3,233
366,367,15,16,4353.0,2,2,3,223
367,368,167,23,4351.48,2,3,3,233
368,369,18,25,4340.85,2,3,3,233
369,370,18,35,4339.42,2,3,3,233
370,371,150,20,4338.84,2,2,3,223
371,372,201,30,4337.32,2,3,3,233
372,373,118,13,4329.94,2,2,3,223
373,374,77,26,4329.89,2,3,3,233
374,375,14,19,4325.45,2,2,3,223
375,376,50,37,4322.21,2,3,3,233
376,377,22,23,4321.04,2,3,3,233
377,378,113,14,4317.75,2,2,3,223
378,379,18,46,4304.76,2,3,3,233
379,380,19,36,4301.37,2,3,3,233
380,381,114,27,4285.9,2,3,3,233
381,382,58,21,4278.98,2,2,3,223
382,383,152,29,4274.77,2,3,3,233
383,384,19,10,4274.19,2,2,3,223
384,385,53,27,4273.8,2,3,3,233
385,386,3,15,4270.99,2,2,3,223
386,387,50,15,4268.78,2,2,3,223
387,388,154,22,4267.64,2,2,3,223
388,389,69,46,4261.88,2,3,3,233
389,390,6,28,4261.02,2,3,3,233
390,391,10,22,4260.84,2,2,3,223
391,392,15,11,4259.12,2,2,3,223
392,393,40,5,4258.97,2,2,3,223
393,394,54,31,4258.86,2,3,3,233
394,395,2,35,4254.66,2,3,3,233
395,396,10,23,4250.32,2,3,3,233
396,397,96,9,4242.67,2,2,3,223
397,398,6,38,4237.43,2,3,3,233
398,399,14,12,4235.91,2,2,3,223
399,400,26,34,4234.0,2,3,3,233
400,401,26,23,4230.95,2,3,3,233
401,402,32,16,4229.0,2,2,3,223
402,403,67,12,4228.92,2,2,3,223
403,404,7,21,4224.3,2,2,3,223
404,405,99,38,4224.12,2,3,3,233
405,406,102,29,4222.77,2,3,3,233
406,407,17,17,4221.44,2,2,3,223
407,408,37,28,4218.76,2,3,3,233
408,409,72,20,4215.18,2,2,3,223
409,410,160,21,4209.33,2,2,3,223
410,411,114,26,4208.82,2,3,3,233
411,412,34,55,4196.87,2,3,3,233
412,413,114,22,4195.87,2,2,3,223
413,414,2,28,4194.19,2,3,3,233
414,415,195,11,4189.0,2,2,3,223
415,416,6,48,4180.29,2,3,3,233
416,417,40,35,4179.81,2,3,3,233
417,418,81,32,4178.61,2,3,3,233
418,419,34,31,4176.19,2,3,3,233
419,420,68,29,4172.93,2,3,3,233
420,421,13,14,4171.91,2,2,3,223
421,422,77,28,4168.01,2,3,3,233
422,423,71,27,4165.86,2,3,3,233
423,424,61,45,4165.65,2,3,3,233
424,425,165,17,4161.93,2,2,3,223
425,426,40,15,4156.76,2,2,3,223
426,427,2,18,4154.86,2,2,3,223
427,428,12,61,4152.11,2,3,3,233
428,429,116,14,4151.28,2,2,3,223
429,430,99,9,4150.17,2,2,3,223
430,431,30,35,4149.89,2,3,3,233
431,432,43,22,4144.42,2,2,3,223
432,433,178,24,4142.87,2,3,3,233
433,434,84,36,4133.73,2,3,3,233
434,435,130,49,4126.06,2,3,3,233
435,436,77,18,4123.53,2,2,3,223
436,437,12,10,4114.97,2,2,3,223
437,438,83,23,4112.21,2,3,3,233
438,439,115,32,4104.62,2,3,3,233
439,440,2,34,4102.14,2,3,3,233
440,441,19,19,4100.07,2,2,3,223
441,442,71,19,4097.22,2,2,3,223
442,443,22,33,4082.68,2,3,3,233
443,444,65,54,4081.49,2,3,3,233
444,445,192,24,4077.06,2,3,3,233
445,446,10,20,4075.93,2,2,3,223
446,447,24,20,4073.87,2,2,3,223
447,448,24,24,4069.65,2,3,3,233
448,449,106,30,4060.84,2,3,3,233
449,450,121,13,4055.97,2,2,3,223
450,451,74,29,4052.63,2,3,3,233
451,452,146,18,4048.07,2,2,3,223
452,453,167,20,4045.18,2,2,3,223
453,454,18,34,4042.72,2,3,3,233
454,455,21,16,4040.14,2,2,3,223
455,456,105,19,4038.58,2,2,3,223
456,457,100,12,4034.96,2,2,3,223
457,458,17,38,4032.08,2,3,3,233
458,459,38,27,4032.03,2,3,3,233
459,460,68,30,4031.1,2,3,3,233
460,461,52,17,4030.9,2,2,3,223
461,462,51,24,4014.06,2,3,3,233
462,463,72,30,4009.41,2,3,3,233
463,464,27,13,4007.37,2,2,3,223
464,465,66,26,4005.69,2,3,3,233
465,466,100,31,4005.16,2,3,3,233
466,467,2,34,4005.15,2,3,3,233
467,468,167,10,4000.98,2,2,3,223
468,469,28,16,3994.89,2,2,3,223
469,470,72,31,3993.66,2,3,3,233
470,471,75,20,3992.89,2,2,3,223
471,472,54,27,3992.53,2,3,3,233
472,473,121,20,3991.36,2,2,3,223
473,474,4,31,3987.96,2,3,3,233
474,475,77,21,3986.97,2,2,3,223
475,476,112,27,3986.23,2,3,3,233
476,477,28,40,3982.66,2,3,3,233
477,478,104,23,3978.67,2,3,3,233
478,479,146,10,3977.64,2,2,3,223
479,480,12,43,3972.87,2,3,3,233
480,481,100,23,3967.02,2,3,3,233
481,482,76,24,3964.49,2,3,3,233
482,483,14,35,3960.29,2,3,3,233
483,484,26,36,3954.79,2,3,3,233
484,485,141,12,3953.92,2,2,3,223
485,486,26,29,3947.67,2,3,3,233
486,487,31,18,3945.29,2,2,3,223
487,488,20,25,3944.56,2,3,3,233
488,489,117,17,3937.16,2,2,3,223
489,490,28,26,3934.88,2,3,3,233
490,491,1,37,3934.05,2,3,3,233
491,492,1,20,3933.82,2,2,3,223
492,493,28,49,3932.29,2,3,3,233
493,494,170,19,3926.38,2,2,3,223
494,495,27,63,3924.8,2,3,3,233
495,496,32,28,3924.79,2,3,3,233
496,497,8,34,3914.31,2,3,3,233
497,498,53,17,3908.63,2,2,3,223
498,499,12,24,3906.84,2,3,3,233
499,500,59,25,3901.01,2,3,3,233
500,501,39,37,3899.27,2,3,3,233
501,502,8,31,3896.81,2,3,3,233
502,503,131,13,3896.27,2,2,3,223
503,504,40,35,3895.08,2,3,3,233
504,505,183,18,3894.12,2,2,3,223
505,506,169,28,3893.24,2,3,3,233
506,507,47,21,3889.59,2,2,3,223
507,508,14,24,3887.22,2,3,3,233
508,509,116,11,3884.86,2,2,3,223
509,510,92,18,3884.55,2,2,3,223
510,511,45,33,3881.89,2,3,3,233
511,512,98,34,3880.3,2,3,3,233
512,513,174,45,3879.26,2,3,3,233
513,514,22,33,3878.38,2,3,3,233
514,515,123,27,3872.33,2,3,3,233
515,516,162,29,3872.15,2,3,3,233
516,517,56,22,3870.5,2,2,3,223
517,518,34,22,3867.4,2,2,3,223
518,519,11,35,3864.0,2,3,3,233
519,520,12,18,3863.88,2,2,3,223
520,521,169,15,3861.49,2,2,3,223
521,522,124,28,3861.1,2,3,3,233
522,523,180,57,3860.69,2,3,3,233
523,524,49,35,3859.91,2,3,3,233
524,525,16,11,3858.6,2,2,3,223
525,526,110,19,3857.2,2,2,3,223
526,527,4,30,3854.9,2,3,3,233
527,528,145,15,3851.88,2,2,3,223
528,529,8,32,3850.84,2,3,3,233
529,530,14,59,3844.97,2,3,3,233
530,531,140,17,3844.88,2,2,3,223
531,532,33,21,3844.6,2,2,3,223
532,533,47,14,3843.93,2,2,3,223
533,534,9,19,3843.86,2,2,3,223
534,535,196,18,3840.4,2,2,3,223
535,536,82,41,3840.17,2,3,3,233
536,537,40,21,3837.42,2,2,3,223
537,538,150,32,3836.51,2,3,3,233
538,539,89,18,3832.92,2,2,3,223
539,540,95,14,3830.11,2,2,3,223
540,541,8,26,3824.43,2,3,3,233
541,542,7,20,3821.33,2,2,3,223
542,543,85,51,3818.25,2,3,3,233
543,544,160,6,3818.15,2,2,3,223
544,545,80,21,3815.21,2,2,3,223
545,546,72,32,3815.16,2,3,3,233
546,547,114,21,3813.88,2,2,3,223
547,548,152,5,3811.97,2,2,3,223
548,549,60,18,3809.96,2,2,3,223
549,550,60,24,3805.47,2,3,3,233
550,551,9,22,3805.24,2,2,3,223
551,552,106,11,3804.94,2,2,3,223
552,553,120,12,3804.46,2,2,3,223
553,554,39,27,3803.36,2,3,3,233
554,555,186,6,3802.72,2,2,3,223
555,556,75,18,3802.62,2,2,3,223
556,557,25,34,3801.49,2,3,3,233
557,558,99,32,3797.83,2,3,3,233
558,559,46,20,3796.64,2,2,3,223
559,560,131,29,3796.62,2,3,3,233
560,561,180,22,3796.33,2,2,3,223
561,562,33,34,3794.7,2,3,3,233
562,563,191,10,3791.96,2,2,3,223
563,564,37,40,3789.19,2,3,3,233
564,565,8,39,3788.62,2,3,3,233
565,566,13,40,3788.45,2,3,3,233
566,567,4,34,3788.24,2,3,3,233
567,568,54,21,3782.38,2,2,3,223
568,569,121,17,3780.39,2,2,3,223
569,570,42,18,3778.95,2,2,3,223
570,571,92,21,3778.87,2,2,3,223
571,572,1,21,3778.07,2,2,3,223
572,573,48,27,3778.02,2,3,3,233
573,574,22,49,3774.76,2,3,3,233
574,575,9,42,3773.02,2,3,3,233
575,576,25,22,3772.46,2,2,3,223
576,577,62,20,3768.22,2,2,3,223
577,578,193,30,3766.73,2,3,3,233
578,579,14,32,3766.54,2,3,3,233
579,580,72,16,3764.5,2,2,3,223
580,581,4,49,3763.62,2,3,3,233
581,582,176,23,3763.3,2,3,3,233
582,583,181,23,3760.89,2,3,3,233
583,584,135,15,3760.85,2,2,3,223
584,585,12,21,3759.97,2,2,3,223
585,586,176,20,3757.02,2,2,3,223
586,587,55,26,3754.5,2,3,3,233
587,588,6,51,3749.79,2,3,3,233
588,589,11,27,3746.82,2,3,3,233
589,590,171,12,3746.04,2,2,3,223
590,591,66,8,3746.01,2,2,3,223
591,592,71,13,3744.11,2,2,3,223
592,593,21,18,3743.23,2,2,3,223
593,594,23,16,3741.95,2,2,3,223
594,595,1,34,3725.48,2,3,3,233
595,596,112,22,3722.74,2,2,3,223
596,597,149,12,3719.98,2,2,3,223
597,598,8,40,3719.4,2,3,3,233
598,599,17,19,3710.8,2,2,3,223
599,600,29,19,3709.85,2,2,3,223
600,601,95,16,3701.87,2,2,3,223
601,602,33,13,3699.73,2,2,3,223
602,603,56,13,3697.58,2,2,3,223
603,604,110,19,3688.68,2,2,3,223
604,605,117,48,3679.65,2,3,3,233
605,606,68,27,3679.62,2,3,3,233
606,607,125,9,3673.94,2,2,3,223
607,608,85,19,3672.75,2,2,3,223
608,609,56,26,3672.51,2,3,3,233
609,610,75,15,3670.47,2,2,3,223
610,611,33,18,3666.75,2,2,3,223
611,612,12,17,3666.45,2,2,3,223
612,613,1,31,3660.12,2,3,3,233
613,614,56,23,3658.73,2,3,3,233
614,615,175,9,3656.98,2,2,3,223
615,616,20,23,3656.91,2,3,3,233
616,617,25,34,3649.97,2,3,3,233
617,618,12,29,3649.27,2,3,3,233
618,619,122,13,3647.9,2,2,3,223
619,620,23,18,3645.34,2,2,3,223
620,621,68,15,3643.01,2,2,3,223
621,622,27,28,3641.11,2,3,3,233
622,623,90,14,3640.1,2,2,3,223
623,624,64,21,3638.58,2,2,3,223
624,625,163,30,3637.1,2,3,3,233
625,626,14,21,3633.45,2,2,3,223
626,627,21,34,3633.03,2,3,3,233
627,628,24,27,3632.9,2,3,3,233
628,629,61,17,3632.77,2,2,3,223
629,630,32,31,3632.08,2,3,3,233
630,631,90,41,3626.26,2,3,3,233
631,632,186,27,3624.75,2,3,3,233
632,633,106,37,3623.29,2,3,3,233
633,634,36,28,3623.15,2,3,3,233
634,635,9,27,3623.01,2,3,3,233
635,636,18,31,3622.23,2,3,3,233
636,637,77,21,3621.37,2,2,3,223
637,638,169,23,3618.84,2,3,3,233
638,639,38,22,3616.59,2,2,3,223
639,640,58,23,3615.0,2,3,3,233
640,641,137,13,3614.92,2,2,3,223
641,642,93,28,3614.23,2,3,3,233
642,643,63,13,3614.05,2,2,3,223
643,644,34,17,3613.27,2,2,3,223
644,645,24,32,3610.93,2,3,3,233
645,646,121,30,3609.33,2,3,3,233
646,647,66,18,3604.93,2,2,3,223
647,648,147,26,3603.35,2,3,3,233
648,649,30,15,3602.95,2,2,3,223
649,650,32,19,3596.96,2,2,3,223
650,651,2,33,3589.66,2,3,3,233
651,652,56,18,3586.91,2,2,3,223
652,653,28,14,3583.55,2,2,3,223
653,654,27,30,3583.43,2,3,3,233
654,655,9,68,3578.99,2,3,3,233
655,656,65,34,3578.94,2,3,3,233
656,657,82,9,3578.72,2,2,3,223
657,658,54,8,3576.73,2,2,3,223
658,659,171,24,3574.68,2,3,3,233
659,660,14,7,3572.96,2,2,3,223
660,661,198,16,3572.86,2,2,3,223
661,662,166,28,3571.96,2,3,3,233
662,663,26,17,3571.26,2,2,3,223
